Date,Open,High,Low,Close,Adjusted_close,Volume
2021-11-05|01:00:00,338.68,344.54,338.68,343.28,343.28,925962.00
2021-11-05|02:00:00,343.20,345.20,341.76,344.69,344.69,920910.00
2021-11-05|03:00:00,344.80,348.94,344.67,348.05,348.05,909846.00
2021-11-05|04:00:00,348.20,349.28,347.20,347.98,347.98,669184.00
2021-11-05|05:00:00,347.92,348.44,346.62,347.60,347.60,794783.00
2021-11-05|06:00:00,347.60,349.39,347.41,348.97,348.97,980179.00
2021-11-05|07:00:00,349.05,350.16,348.46,348.57,348.57,1524218.00
2021-11-05|08:00:00,348.79,348.79,348.03,348.79,348.79,449764.00
2021-11-05|09:00:00,348.85,348.85,348.85,348.85,348.85,626.00
2021-11-05|10:00:00,348.99,348.99,348.01,348.01,348.01,612.00
2021-11-05|11:00:00,349.08,349.08,349.08,349.08,349.08,120.00
2021-11-08|09:00:00,348.50,348.50,348.50,348.50,348.50,159.00
2021-11-08|10:00:00,349.00,349.00,349.00,349.00,349.00,388.00
