Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-20|04:00:00,1611.33,1614.42,1607.68,1614.42,1614.42,20527.00
2021-10-20|05:00:00,1614.06,1614.06,1598.73,1605.47,1605.47,15963.00
2021-10-20|06:00:00,1606.76,1607.45,1601.83,1603.37,1603.37,12156.00
2021-10-20|07:00:00,1605.51,1606.39,1601.37,1606.39,1606.39,31189.00
2021-10-20|08:00:00,1604.01,1604.01,1604.01,1604.01,1604.01,17637.00
2021-10-21|01:00:00,1606.16,1613.86,1581.17,1586.26,1586.26,37144.00
2021-10-21|02:00:00,1588.02,1597.21,1585.01,1596.70,1596.70,33139.00
2021-10-21|03:00:00,1595.22,1597.00,1577.03,1590.19,1590.19,46367.00
2021-10-21|04:00:00,1591.89,1602.43,1588.26,1600.77,1600.77,22272.00
2021-10-21|05:00:00,1601.64,1601.64,1581.69,1584.13,1584.13,41092.00
2021-10-21|06:00:00,1581.51,1585.23,1569.00,1572.52,1572.52,50424.00
2021-10-21|07:00:00,1573.61,1583.81,1572.35,1583.07,1583.07,68789.00
2021-10-21|08:00:00,1583.94,1583.94,1583.94,1583.94,1583.94,27236.00
2021-10-22|01:00:00,1581.55,1583.43,1540.00,1556.98,1556.98,55479.00
2021-10-22|02:00:00,1549.63,1551.04,1522.88,1529.05,1529.05,80712.00
2021-10-22|03:00:00,1528.89,1528.89,1501.01,1517.02,1517.02,87955.00
2021-10-22|04:00:00,1516.18,1522.77,1502.91,1510.23,1510.23,122681.00
2021-10-22|05:00:00,1510.94,1513.47,1500.00,1500.68,1500.68,46520.00
2021-10-22|06:00:00,1502.25,1513.54,1500.47,1507.25,1507.25,52848.00
2021-10-22|07:00:00,1506.02,1509.09,1499.47,1506.25,1506.25,99390.00
2021-10-22|08:00:00,1503.78,1503.78,1495.00,1503.78,1503.78,22914.00
2021-10-22|09:00:00,1506.00,1506.00,1506.00,1506.00,1506.00,401.00
2021-10-22|11:00:00,1505.05,1505.05,1505.05,1505.05,1505.05,125.00
2021-10-25|01:00:00,1525.77,1546.30,1521.35,1546.10,1546.10,55324.00
2021-10-25|02:00:00,1544.76,1561.86,1542.17,1545.51,1545.51,102123.00
2021-10-25|03:00:00,1545.00,1558.76,1531.02,1541.59,1541.59,70816.00
2021-10-25|04:00:00,1540.97,1549.00,1535.00,1548.18,1548.18,29567.00
2021-10-25|05:00:00,1548.21,1548.21,1537.14,1541.47,1541.47,23128.00
2021-10-25|06:00:00,1539.32,1548.52,1538.50,1546.10,1546.10,32705.00
2021-10-25|07:00:00,1546.11,1549.30,1533.65,1535.00,1535.00,68590.00
2021-10-25|08:00:00,1536.51,1536.51,1536.51,1536.51,1536.51,42366.00
